NUM_CTE,PRODUCTO,SUBPROD,ID_PROCESO,DESTINO,TIPO_CTE,COTIZACION,TIPO_OFERTA,DES_PROD,DES_PROD_GLOBAL,FLUJO,TEST_FLUJO,TIPO_PRODUCTO,VIGENCIA,LINEA_APROBADA_LEAP,TIPO_LINEA,ESTATUS_OFERTA_ORIGEN,ESTATUS_OFERTAS_003,ERROR_RECHAZO,DESCRIP_ESTATUS_021,TIPO_TDC,DESCRIP_TIPO_TDC,TIPO,OBSERVACION,BITACORA_CAMBIOS,BAJA,FECHA_BAJA,FEC_ULT_ACT_ST_021,FEC_PROCESO,MES_INFORMACION,MES_INFO_EVAL,MES_CAMPANA,LLAVE_MULT
1-340024-MY,004,001,801,1000001.0,2000027.0,1695.0,Preaprobado,Anticipo de Nomina,Consumo,Corto,1.0,AN Corto  ,20200102.0,133000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,229182000400180120200102                                                                            
1-717107-YH,004,007,801,1000003.0,1000004.0,1715.0,Preaprobado,Disposicion Inmediata Credito Personal,Consumo,Corto,1.0,DI CP     ,20200102.0,70000.0,Revolvente,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,356842000400780120200102                                                                            
1-154577-EH,001,002,901,1000002.0,1000006.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,35000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,11027500100290120200102                                                                             
1-154577-EH,004,002,801,1000001.0,1000006.0,8904.0,Preaprobado,Credito Personal,Consumo,Corto,2.0,CP Corto  ,20200102.0,150000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,11027500400280120200102                                                                             
1-565902-PM,004,002,801,1000005.0,1000004.0,1730.0,Preaprobado,Top Up Anticipo de Nomina,Consumo,Corto,1.0,AN        ,20200102.0,53000.0,Simple    ,CON-LINEA,Aceptado,0.0,Activo OH-CARDS,,,1.0,,,NO,0.0,0.0,20191106.0,201909.0,201910.0,201911.0,66730000400280120200102                                                                             
1-158557-TB,001,002,901,1000002.0,1000004.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,1.0,TDC       ,20200102.0,117000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,73.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,75663000100290120200102                                                                             
1-546859-KJ,004,001,002,1000001.0,2000094.0,2899.0,Preaprobado,Anticipo de Nomina,Consumo,Largo,2.0,AN        ,20200102.0,412005.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,111180500400100220200102                                                                            
1-321827-YG,001,002,901,1000002.0,1000004.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,1.0,TDC       ,20200102.0,52000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,79.0,ZE,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,208980000100290120200102                                                                            
1-842747-CZ,002,002,002,1000001.0,1000006.0,99.0,Preaprobado,Inmediauto,Autos,Largo,3.0,INM       ,20200102.0,500000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,326510500200200220200102                                                                            
1-804116-[S,001,002,002,1000001.0,1000004.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,2.0,TDC       ,20200102.0,41000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,78.0,ZE,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,405062500100200220200102                                                                            
1-160385-NX,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,300000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,69613000200200220200102                                                                             
1-570093-UT,004,002,801,1000001.0,1000001.0,3886.0,Preaprobado,Credito Personal,Consumo,Corto,1.0,CP Corto  ,20200102.0,1000000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,133336000400280120200102                                                                            
1-290968-TP,001,002,901,1000002.0,1000006.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,1.0,TDC       ,20200102.0,18000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,78.0,ZE,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,129387000100290120200102                                                                            
1-347208-XQ,001,002,901,1000002.0,1000006.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,150000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,136974500100290120200102                                                                            
1-529786-XH,002,002,002,1000001.0,1000001.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,500000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,146731000200200220200102                                                                            
1-407510-LN,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,3.0,INM       ,20200102.0,341000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,233662500200200220200102                                                                            
1-891691-GB,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,84000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,392844000200200220200102                                                                            
1-832900-RV,001,002,901,1000002.0,1000006.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,150000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,56206500100290120200102                                                                             
1-349697-KY,004,002,002,1000001.0,2000094.0,4625.0,Preaprobado,Credito Personal,Consumo,Largo,3.0,CP        ,20200102.0,251007.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,99734000400200220200102                                                                             
1-854169-W[,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,121000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,122987500200200220200102                                                                            
1-344997-TP,001,002,901,1000002.0,1000001.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,1.0,TDC       ,20200102.0,0.0,Revolvente,==> APSC,Rechazado,313.0,Sin Producto en APSC,73.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,154439000100290120200102                                                                            
1-593471-WM,001,002,901,1000002.0,1000001.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,1.0,TDC       ,20200102.0,166000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,60.0,PR,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,161266000100290120200102                                                                            
1-807030-OB,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,176882000200200220200102                                                                            
1-374883-GU,004,002,002,1000001.0,1000006.0,1680.0,Preaprobado,Credito Personal,Consumo,Largo,2.0,CP        ,20200102.0,149993.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,177076000400200220200102                                                                            
1-243940-QR,002,002,002,1000001.0,1000001.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,500000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,291008000200200220200102                                                                            
1-878813-YD,001,002,002,1000001.0,1000004.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,3.0,TDC       ,20200102.0,150000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,73.0,2N,1.0,,Solo para Sucursal,NO,0.0,0.0,20191107.0,201909.0,201910.0,201911.0,306594000100200220200102                                                                            
1-934092-NC,002,002,002,1000001.0,1000006.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,209944500200200220200102                                                                            
1-618361-XF,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,81139500200200220200102                                                                             
1-391414-[A,002,002,002,1000001.0,1000001.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,500000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,114138500200200220200102                                                                            
1-520065-MH,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,3.0,INM       ,20200102.0,288000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,120034500200200220200102                                                                            
1-823200-TD,002,002,002,1000001.0,1000001.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,329000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,127515000200200220200102                                                                            
1-274281-LJ,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,161608500200200220200102                                                                            
1-123108-J[,001,002,901,1000002.0,1000004.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,81000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,73.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,197736000100290120200102                                                                            
1-225792-TN,001,002,002,1000001.0,1000003.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,3.0,TDC       ,20200102.0,11000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,78.0,ZE,1.0,,Solo para Sucursal,NO,0.0,0.0,20191107.0,201909.0,201910.0,201911.0,207038000100200220200102                                                                            
1-744592-AW,004,002,002,1000001.0,1000004.0,1676.0,Preaprobado,Credito Personal,Consumo,Largo,1.0,CP        ,20200102.0,109994.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,208849500400200220200102                                                                            
1-824777-YB,004,002,002,1000001.0,1000004.0,1676.0,Preaprobado,Credito Personal,Consumo,Largo,2.0,CP        ,20200102.0,109994.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,4411000400200220200102                                                                              
1-280110-TP,004,002,801,1000005.0,1000006.0,3797.0,Preaprobado,Top Up Credito Personal,Consumo,Corto,1.0,CP        ,20200102.0,400002.0,Simple    ,CON-LINEA,Aceptado,0.0,NULL,,,1.0,Baja por no contar con reporte,,SI,20191111.0,0.0,20191106.0,201909.0,201910.0,201911.0,16840000400280120200102                                                                             
1-272876-RJ,001,002,901,1000002.0,1000003.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,23000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,78.0,ZE,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,84445500100290120200102                                                                             
1-570093-UT,002,002,002,1000001.0,1000001.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,133336000200200220200102                                                                            
1-593471-WM,004,002,801,1000001.0,1000001.0,3887.0,Preaprobado,Credito Personal,Consumo,Corto,1.0,CP Corto  ,20200102.0,439000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,161266000400280120200102                                                                            
1-842747-CZ,004,001,002,1000001.0,2000094.0,2900.0,Preaprobado,Anticipo de Nomina,Consumo,Largo,3.0,AN        ,20200102.0,371002.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,326510500400100220200102                                                                            
1-488758-RU,004,002,801,1000001.0,1000004.0,1679.0,Preaprobado,Credito Personal,Consumo,Corto,2.0,CP Corto  ,20200102.0,70000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,127782500400280120200102                                                                            
1-605856-OA,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,134262000200200220200102                                                                            
1-347208-XQ,004,002,002,1000001.0,2000094.0,4625.0,Preaprobado,Credito Personal,Consumo,Largo,2.0,CP        ,20200102.0,360016.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,136974500400200220200102                                                                            
1-277930-NR,004,007,801,1000003.0,1000004.0,9234.0,Preaprobado,Disposicion Inmediata Credito Personal,Consumo,Corto,1.0,DI CP     ,20200102.0,187000.0,Revolvente,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,171982000400780120200102                                                                            
1-850666-FQ,001,002,002,1000001.0,1000004.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,3.0,TDC       ,20200102.0,93000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,73.0,2N,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,213166500100200220200102                                                                            
1-304365-WM,001,002,002,1000001.0,1000004.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,2.0,TDC       ,20200102.0,35000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,80.0,ZE,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,225059000100200220200102                                                                            
1-903907-HS,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,264193000200200220200102                                                                            
1-717107-YH,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,356842000200200220200102                                                                            
1-891691-GB,004,007,801,1000003.0,1000004.0,1712.0,Preaprobado,Disposicion Inmediata Credito Personal,Consumo,Corto,2.0,DI CP     ,20200102.0,45000.0,Revolvente,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,392844000400780120200102                                                                            
1-777727-KY,004,002,002,1000001.0,1000004.0,8776.0,Preaprobado,Credito Personal,Consumo,Largo,2.0,CP        ,20200102.0,102001.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,406339000400200220200102                                                                            
1-444892-IS,001,002,002,1000001.0,1000004.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,2.0,TDC       ,20200102.0,45000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,73.0,2N,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,413687500100200220200102                                                                            
1-601818-TK,001,002,901,1000002.0,1000004.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,62000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,33863500100290120200102                                                                             
1-318192-BU,001,002,901,1000002.0,1000001.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,150000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,12906000100290120200102                                                                             
1-665406-PV,002,002,002,1000001.0,1000006.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,127737500200200220200102                                                                            
1-334214-DD,004,002,801,1000001.0,1000006.0,1680.0,Preaprobado,Credito Personal,Consumo,Corto,1.0,CP Corto  ,20200102.0,150000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,136005000400280120200102                                                                            
1-984314-UP,002,002,002,1000001.0,1000003.0,99.0,Preaprobado,Inmediauto,Autos,Largo,3.0,INM       ,20200102.0,500000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,145320500200200220200102                                                                            
1-285695-LY,002,002,002,1000001.0,1000003.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,105000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,172005500200200220200102                                                                            
1-374883-GU,001,002,901,1000002.0,1000004.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,2.0,TDC       ,20200102.0,150000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,177076000100290120200102                                                                            
1-111588-IP,001,002,002,1000001.0,1000004.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,3.0,TDC       ,20200102.0,89000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,73.0,2N,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,254538000100200220200102                                                                            
1-243940-QR,004,002,801,1000001.0,1000001.0,3887.0,Preaprobado,Credito Personal,Consumo,Corto,1.0,CP Corto  ,20200102.0,361000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,291008000400280120200102                                                                            
1-970552-Q[,004,001,002,1000001.0,2000094.0,4589.0,Preaprobado,Anticipo de Nomina,Consumo,Largo,3.0,AN        ,20200102.0,428992.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,396642500400100220200102                                                                            
1-272876-RJ,004,001,801,1000001.0,2000008.0,1619.0,Preaprobado,Anticipo de Nomina,Consumo,Corto,2.0,AN Corto  ,20200102.0,360000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,84445500400180120200102                                                                             
1-290968-TP,004,007,801,1000003.0,2000008.0,2123.0,Preaprobado,Disposicion Inmediata Anticipo de Nomina,Consumo,Corto,1.0,DI AN     ,20200102.0,300000.0,Revolvente,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,129387000400780120200102                                                                            
1-237978-X[,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,198128500200200220200102                                                                            
1-911469-TQ,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,2.0,INM       ,20200102.0,300000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,178012000200200220200102                                                                            
1-929308-[[,001,002,002,1000001.0,1000004.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,2.0,TDC       ,20200102.0,115000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,347902500100200220200102                                                                            
1-911469-TQ,004,002,002,1000001.0,1000006.0,1680.0,Preaprobado,Credito Personal,Consumo,Largo,2.0,CP        ,20200102.0,149993.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,178012000400200220200102                                                                            
1-850666-FQ,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,3.0,INM       ,20200102.0,400000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,213166500200200220200102                                                                            
1-822274-TG,004,002,801,1000001.0,1000001.0,9209.0,Preaprobado,Credito Personal,Consumo,Corto,1.0,CP Corto  ,20200102.0,370000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,216081000400280120200102                                                                            
1-842747-CZ,001,002,002,1000001.0,1000006.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,3.0,TDC       ,20200102.0,40000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,72.0,2N,1.0,,Solo para Sucursal,NO,0.0,0.0,20191107.0,201909.0,201910.0,201911.0,326510500100200220200102                                                                            
1-789219-[Z,004,002,801,1000001.0,1000006.0,8900.0,Preaprobado,Credito Personal,Consumo,Corto,2.0,CP Corto  ,20200102.0,360000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,120766500400280120200102                                                                            
1-825509-QH,004,001,801,1000001.0,4000004.0,1458.0,Preaprobado,Anticipo de Nomina,Consumo,Corto,1.0,AN Corto  ,20200102.0,70000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,145106500400180120200102                                                                            
1-480488-XO,004,002,002,1000001.0,2000094.0,4625.0,Preaprobado,Credito Personal,Consumo,Largo,3.0,CP        ,20200102.0,360016.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,369075500400200220200102                                                                            
1-605856-OA,004,002,801,1000001.0,1000004.0,8776.0,Preaprobado,Credito Personal,Consumo,Corto,1.0,CP Corto  ,20200102.0,108000.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191104.0,201909.0,201910.0,201911.0,134262000400280120200102                                                                            
1-984314-UP,004,001,002,1000001.0,4000004.0,1457.0,Preaprobado,Anticipo de Nomina,Consumo,Largo,3.0,AN        ,20200102.0,399990.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,145320500400100220200102                                                                            
1-389710-JT,001,002,002,1000001.0,1000003.0,99.0,Preaprobado,Tarjeta de Credito Preaprobado,Tarjetas,Largo,1.0,TDC       ,20200102.0,26000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,80.0,ZE,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,195419500100200220200102                                                                            
1-850666-FQ,004,002,002,1000001.0,1000004.0,8776.0,Preaprobado,Credito Personal,Consumo,Largo,3.0,CP        ,20200102.0,250009.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,213166500400200220200102                                                                            
1-896470-YA,004,001,002,1000001.0,2000094.0,4589.0,Preaprobado,Anticipo de Nomina,Consumo,Largo,1.0,AN        ,20200102.0,160013.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,222737500400100220200102                                                                            
1-252939-GT,001,002,901,1000002.0,1000004.0,99.0,Preaprobado,Grabacion Automática,Tarjetas,Corto,1.0,TDC       ,20200102.0,11000.0,Revolvente,ACEPTADO  ,Aceptado,0.0,Activo,79.0,ZE,1.0,,                                                                                                    ,NO,0.0,0.0,20191102.0,201909.0,201910.0,201911.0,39062500100290120200102                                                                             
1-823200-TD,004,002,002,1000001.0,1000004.0,8776.0,Preaprobado,Credito Personal,Consumo,Largo,2.0,CP        ,20200102.0,128006.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,127515000400200220200102                                                                            
1-665406-PV,004,002,002,1000001.0,1000006.0,1680.0,Preaprobado,Credito Personal,Consumo,Largo,1.0,CP        ,20200102.0,149993.0,Simple    ,CON-LINEA ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,127737500400200220200102                                                                            
1-944782-TO,002,002,002,1000001.0,1000004.0,99.0,Preaprobado,Inmediauto,Autos,Largo,1.0,INM       ,20200102.0,255000.0,Simple    ,ACEPTADO  ,Aceptado,0.0,Activo,,,1.0,,,NO,0.0,0.0,20191105.0,201909.0,201910.0,201911.0,338607000200200220200102                                                                            
