NUM_CTE,OFER_6M,NUM_OFER,FRESCURA
1-416227-L[,2.0,4.0,Irregular 
1-260166-IK,2.0,4.0,Irregular 
1-701274-TR,1.0,2.0,Fresco    
1-511337-CG,4.0,8.0,Regular   
1-127914-KR,4.0,8.0,Regular   
1-280935-LM,3.0,6.0,Regular   
1-527531-RD,3.0,6.0,Regular   
1-599092-NA,2.0,4.0,Irregular 
1-668971-LQ,2.0,4.0,Irregular 
1-617294-SO,4.0,8.0,Regular   
1-470092-PZ,4.0,4.0,Regular   
1-365563-DS,2.0,2.0,Irregular 
1-234415-OC,1.0,2.0,Fresco    
1-590902-JM,4.0,8.0,Regular   
1-720722-H\,2.0,2.0,Irregular 
1-331770-UA,2.0,2.0,Irregular 
1-110657-NX,4.0,12.0,Regular   
1-899499-[G,4.0,6.0,Regular   
1-771355-JS,1.0,2.0,Fresco    
1-871081-ST,1.0,1.0,Fresco    
1-286539-PM,3.0,9.0,Regular   
1-777247-YT,4.0,8.0,Regular   
1-102156-CF,4.0,7.0,Regular   
1-205430-[\,4.0,7.0,Regular   
1-864772-OQ,4.0,8.0,Regular   
1-744912-EK,2.0,2.0,Irregular 
1-295145-L\,3.0,3.0,Regular   
1-326586-WD,3.0,5.0,Regular   
1-401013-FS,3.0,5.0,Regular   
1-767721-WF,3.0,6.0,Regular   
1-627004-VN,4.0,11.0,Regular   
1-436338-OQ,4.0,8.0,Regular   
1-686446-TK,3.0,4.0,Regular   
1-321724-TR,4.0,12.0,Regular   
1-741643-YW,2.0,9.0,Irregular 
1-371868-JD,2.0,2.0,Irregular 
1-434469-EB,3.0,8.0,Regular   
1-504066-RQ,2.0,6.0,Irregular 
1-370042-Y\,3.0,3.0,Regular   
1-696141-IU,2.0,3.0,Irregular 
1-424684-W\,4.0,10.0,Regular   
1-599088-AY,4.0,6.0,Regular   
1-961135-P[,4.0,12.0,Regular   
1-436613-BN,3.0,4.0,Regular   
1-292497-[E,4.0,8.0,Regular   
1-732006-K[,2.0,2.0,Irregular 
1-368581-AV,1.0,2.0,Fresco    
1-318133-CO,4.0,6.0,Regular   
1-183304-TT,4.0,8.0,Regular   
1-726050-NU,3.0,4.0,Regular   
1-187173-XM,1.0,1.0,Fresco    
1-273312-KJ,4.0,6.0,Regular   
1-465470-VZ,4.0,12.0,Regular   
1-917238-OD,2.0,6.0,Irregular 
1-342723-MH,3.0,6.0,Regular   
1-507871-TB,3.0,3.0,Regular   
1-496869-O\,4.0,10.0,Regular   
1-991458-VP,2.0,4.0,Irregular 
1-756373-[L,3.0,4.0,Regular   
1-662627-TM,1.0,1.0,Fresco    
1-228264-JY,4.0,4.0,Regular   
1-186166-GG,2.0,5.0,Irregular 
1-564820-KP,4.0,8.0,Regular   
1-200359-XX,4.0,9.0,Regular   
1-474899-NA,2.0,2.0,Irregular 
1-296071-OQ,4.0,7.0,Regular   
1-919149-SL,4.0,8.0,Regular   
1-772508-VA,3.0,4.0,Regular   
1-543461-B\,2.0,2.0,Irregular 
1-764550-ZB,1.0,1.0,Fresco    
1-782071-QM,4.0,8.0,Regular   
1-750160-HO,4.0,12.0,Regular   
1-581147-ZG,2.0,2.0,Irregular 
1-380259-K\,2.0,4.0,Irregular 
1-982735-GH,4.0,9.0,Regular   
1-630540-DE,2.0,4.0,Irregular 
1-521670-Y[,4.0,10.0,Regular   
1-151084-NJ,3.0,3.0,Regular   
1-723238-QP,3.0,3.0,Regular   
1-305786-JF,2.0,4.0,Irregular 
1-774595-FV,1.0,1.0,Fresco    
1-500952-R\,4.0,8.0,Regular   
1-458577-YC,4.0,4.0,Regular   
1-812365-ZR,3.0,4.0,Regular   
1-285562-BB,4.0,6.0,Regular   
1-134620-WB,4.0,12.0,Regular   
1-532369-TV,3.0,5.0,Regular   
1-151802-TY,4.0,4.0,Regular   
1-313737-LH,3.0,9.0,Regular   
1-706081-YX,3.0,6.0,Regular   
1-488008-KC,4.0,8.0,Regular   
1-293331-LW,4.0,9.0,Regular   
1-842103-NS,2.0,2.0,Irregular 
1-680200-VG,4.0,4.0,Regular   
1-985665-IA,2.0,3.0,Irregular 
1-306500-AQ,3.0,9.0,Regular   
1-162822-FJ,3.0,6.0,Regular   
1-930914-XB,1.0,1.0,Fresco    
1-265116-FC,4.0,12.0,Regular   
1-760682-RC,2.0,3.0,Irregular 
1-563730-CF,1.0,1.0,Fresco    
1-301955-ZA,2.0,5.0,Irregular 
1-621565-IR,4.0,11.0,Regular   
1-361675-CF,4.0,7.0,Regular   
1-401034-VB,2.0,2.0,Irregular 
1-890873-SV,4.0,6.0,Regular   
1-493436-FP,3.0,7.0,Regular   
1-377491-VR,4.0,4.0,Regular   
1-876130-JB,1.0,3.0,Fresco    
1-454094-GC,4.0,12.0,Regular   
1-400181-OY,4.0,7.0,Regular   
1-587625-[V,4.0,5.0,Regular   
1-742254-P\,4.0,11.0,Regular   
1-495686-YK,4.0,8.0,Regular   
1-816984-AJ,1.0,1.0,Fresco    
1-135535-YX,4.0,8.0,Regular   
1-560494-TF,4.0,4.0,Regular   
1-712827-DA,4.0,7.0,Regular   
1-267851-VK,4.0,8.0,Regular   
1-410665-JW,3.0,3.0,Regular   
1-225322-IC,4.0,4.0,Regular   
1-936841-CC,2.0,4.0,Irregular 
1-638331-AU,4.0,10.0,Regular   
1-141049-ZB,2.0,2.0,Irregular 
1-962970-LT,1.0,1.0,Fresco    
1-952122-CO,4.0,12.0,Regular   
1-151960-OO,2.0,6.0,Irregular 
1-852855-[C,4.0,10.0,Regular   
1-340659-IO,4.0,7.0,Regular   
1-717337-YO,4.0,10.0,Regular   
1-475580-AL,4.0,4.0,Regular   
1-448724-CH,2.0,5.0,Irregular 
1-944983-FH,1.0,1.0,Fresco    
1-981226-MY,1.0,2.0,Fresco    
1-117441-IV,3.0,7.0,Regular   
1-898225-FV,2.0,2.0,Irregular 
1-690982-FQ,4.0,10.0,Regular   
1-457413-[D,3.0,5.0,Regular   
1-148708-[D,3.0,4.0,Regular   
1-542529-WI,4.0,9.0,Regular   
1-597752-AP,3.0,4.0,Regular   
1-450586-D[,2.0,2.0,Irregular 
1-936607-[V,4.0,12.0,Regular   
1-587818-NK,4.0,10.0,Regular   
1-152577-HY,3.0,5.0,Regular   
1-644212-YI,2.0,3.0,Irregular 
1-991017-DH,3.0,6.0,Regular   
1-864944-LC,4.0,4.0,Regular   
1-384866-QX,3.0,4.0,Regular   
1-421394-YZ,1.0,2.0,Fresco    
1-531863-CY,4.0,12.0,Regular   
1-988976-PK,4.0,4.0,Regular   
1-303656-MI,4.0,12.0,Regular   
1-893651-KP,2.0,5.0,Irregular 
1-557058-NA,4.0,11.0,Regular   
1-748062-[T,4.0,10.0,Regular   
1-146270-KM,1.0,1.0,Fresco    
1-468500-W[,4.0,12.0,Regular   
1-582881-DW,4.0,11.0,Regular   
1-402779-HE,3.0,3.0,Regular   
1-312298-YL,1.0,1.0,Fresco    
1-196167-B\,2.0,6.0,Irregular 
1-362331-R\,3.0,7.0,Regular   
1-500938-AK,4.0,8.0,Regular   
1-393477-TF,2.0,5.0,Irregular 
1-572151-ZJ,3.0,6.0,Regular   
1-932634-MG,4.0,5.0,Regular   
1-656088-WI,4.0,10.0,Regular   
1-477442-XD,1.0,1.0,Fresco    
1-414790-MC,2.0,8.0,Irregular 
1-766744-YF,4.0,10.0,Regular   
1-514067-DA,4.0,9.0,Regular   
1-743770-LG,4.0,9.0,Regular   
1-274679-GZ,2.0,6.0,Irregular 
1-639495-HU,2.0,2.0,Irregular 
1-427435-TP,3.0,7.0,Regular   
1-833373-IN,4.0,8.0,Regular   
1-631142-ZK,2.0,2.0,Irregular 
1-305236-O[,4.0,9.0,Regular   
1-871690-KZ,1.0,1.0,Fresco    
1-206617-GW,1.0,1.0,Fresco    
1-487045-J[,3.0,7.0,Regular   
1-660190-VD,2.0,2.0,Irregular 
1-538648-HD,4.0,10.0,Regular   
1-816506-JM,2.0,6.0,Irregular 
1-553402-MQ,2.0,2.0,Irregular 
1-375074-CQ,4.0,8.0,Regular   
1-688820-RZ,1.0,2.0,Fresco    
1-565752-NX,1.0,1.0,Fresco    
1-875435-QZ,2.0,2.0,Irregular 
1-981307-SS,3.0,7.0,Regular   
1-508212-LZ,4.0,8.0,Regular   
1-836320-E[,3.0,4.0,Regular   
1-975574-RZ,4.0,8.0,Regular   
1-468669-JR,4.0,9.0,Regular   
1-579353-QI,1.0,2.0,Fresco    
1-715226-ZT,1.0,2.0,Fresco    
1-341406-JQ,4.0,12.0,Regular   
1-923355-PC,4.0,7.0,Regular   
1-779372-YY,2.0,4.0,Irregular 
1-518785-PW,1.0,2.0,Fresco    
1-754700-[A,3.0,3.0,Regular   
1-779129-OA,4.0,4.0,Regular   
1-700218-VZ,2.0,4.0,Irregular 
1-270900-B\,3.0,4.0,Regular   
1-273570-RB,2.0,2.0,Irregular 
1-494936-TA,2.0,6.0,Irregular 
1-743006-EZ,2.0,3.0,Irregular 
1-692796-PL,3.0,6.0,Regular   
1-640111-WB,3.0,4.0,Regular   
1-761343-YC,2.0,2.0,Irregular 
1-729631-WW,3.0,7.0,Regular   
1-240581-SF,2.0,4.0,Irregular 
1-119603-IF,2.0,2.0,Irregular 
1-542757-BE,4.0,6.0,Regular   
1-902931-NQ,4.0,11.0,Regular   
1-840603-AV,1.0,3.0,Fresco    
1-635665-XG,4.0,10.0,Regular   
1-900363-MZ,2.0,4.0,Irregular 
1-844305-ZB,3.0,6.0,Regular   
1-617982-MC,3.0,5.0,Regular   
1-711606-A\,2.0,6.0,Irregular 
1-588118-CB,3.0,9.0,Regular   
1-123355-H\,2.0,5.0,Irregular 
1-485869-TD,4.0,9.0,Regular   
1-238610-NV,4.0,11.0,Regular   
1-392220-LI,4.0,12.0,Regular   
1-188948-XY,4.0,8.0,Regular   
1-975426-EX,3.0,7.0,Regular   
1-819313-AQ,2.0,4.0,Irregular 
1-191833-KX,4.0,8.0,Regular   
1-975369-KK,3.0,3.0,Regular   
1-294080-PR,4.0,11.0,Regular   
1-420325-MY,2.0,4.0,Irregular 
1-698671-PH,2.0,2.0,Irregular 
1-640880-GT,1.0,1.0,Fresco    
1-305406-QJ,4.0,7.0,Regular   
1-116368-MZ,2.0,2.0,Irregular 
1-331874-LA,3.0,9.0,Regular   
1-953430-YL,4.0,10.0,Regular   
1-730686-DV,2.0,4.0,Irregular 
1-510877-JK,2.0,2.0,Irregular 
1-624992-DB,4.0,12.0,Regular   
1-794833-NB,3.0,6.0,Regular   
1-285395-KY,3.0,3.0,Regular   
1-846919-LE,1.0,1.0,Fresco    
1-766991-FT,4.0,12.0,Regular   
1-508849-HN,2.0,4.0,Irregular 
1-376818-AY,4.0,8.0,Regular   
1-897442-FW,4.0,4.0,Regular   
1-166774-SV,4.0,4.0,Regular   
1-499595-[C,3.0,7.0,Regular   
1-872355-NK,4.0,4.0,Regular   
1-654065-AK,4.0,8.0,Regular   
1-627628-JP,2.0,4.0,Irregular 
1-987918-[E,3.0,4.0,Regular   
1-108637-DD,4.0,6.0,Regular   
1-930812-OG,2.0,2.0,Irregular 
1-611673-VW,1.0,1.0,Fresco    
1-558022-NK,2.0,4.0,Irregular 
1-745055-NQ,3.0,7.0,Regular   
1-867942-OY,4.0,4.0,Regular   
1-844319-ME,3.0,3.0,Regular   
1-616256-AS,3.0,7.0,Regular   
1-255284-PX,3.0,8.0,Regular   
1-206293-X\,1.0,2.0,Fresco    
1-259701-M\,4.0,12.0,Regular   
1-943843-KP,1.0,1.0,Fresco    
1-563723-AR,1.0,3.0,Fresco    
1-617457-SD,1.0,2.0,Fresco    
1-469494-PR,3.0,5.0,Regular   
1-996926-NV,2.0,4.0,Irregular 
1-692155-JV,3.0,3.0,Regular   
1-171180-WI,2.0,2.0,Irregular 
1-366297-[C,3.0,3.0,Regular   
1-570544-DZ,4.0,8.0,Regular   
1-605747-PM,5.0,9.0,Regular   
1-657040-VI,4.0,10.0,Regular   
1-535557-HK,4.0,4.0,Regular   
1-556031-KJ,2.0,3.0,Irregular 
1-686434-YB,4.0,4.0,Regular   
1-679090-UG,3.0,5.0,Regular   
1-942214-GL,4.0,4.0,Regular   
1-196156-DQ,4.0,11.0,Regular   
1-168830-WK,2.0,2.0,Irregular 
1-272544-EO,1.0,2.0,Fresco    
1-924002-FO,4.0,8.0,Regular   
1-326664-KU,4.0,8.0,Regular   
1-886127-MH,4.0,9.0,Regular   
1-542196-PJ,4.0,7.0,Regular   
1-245216-KW,1.0,2.0,Fresco    
1-804538-AC,2.0,4.0,Irregular 
1-892810-ON,4.0,10.0,Regular   
1-777310-VS,3.0,8.0,Regular   
1-508905-SK,2.0,3.0,Irregular 
1-627882-BO,4.0,10.0,Regular   
1-488302-PE,4.0,12.0,Regular   
1-171644-MA,2.0,4.0,Irregular 
1-242472-[R,2.0,5.0,Irregular 
1-570849-JI,2.0,2.0,Irregular 
1-994757-KA,4.0,10.0,Regular   
1-651665-GJ,3.0,5.0,Regular   
1-479966-PR,1.0,2.0,Fresco    
1-915375-WX,4.0,11.0,Regular   
1-249035-LQ,3.0,5.0,Regular   
1-641721-AF,4.0,6.0,Regular   
1-440585-WH,2.0,3.0,Irregular 
1-737895-AT,4.0,8.0,Regular   
1-799369-ZM,4.0,9.0,Regular   
1-814880-ER,2.0,5.0,Irregular 
1-622364-PN,4.0,7.0,Regular   
1-981294-CA,2.0,4.0,Irregular 
1-352255-JH,4.0,8.0,Regular   
1-324176-SR,4.0,7.0,Regular   
1-252174-UX,4.0,4.0,Regular   
1-706404-YH,4.0,4.0,Regular   
1-124355-MF,3.0,7.0,Regular   
1-620805-FE,4.0,8.0,Regular   
1-836122-AH,4.0,11.0,Regular   
1-714151-IW,2.0,4.0,Irregular 
1-774864-ZG,3.0,7.0,Regular   
1-861951-WQ,4.0,9.0,Regular   
1-896657-SY,2.0,2.0,Irregular 
1-849778-BS,4.0,9.0,Regular   
1-401450-AA,2.0,2.0,Irregular 
1-557251-SI,2.0,5.0,Irregular 
1-536277-AT,3.0,6.0,Regular   
1-928932-FH,4.0,7.0,Regular   
1-749566-YK,3.0,6.0,Regular   
1-810578-PX,2.0,2.0,Irregular 
1-915558-GF,4.0,10.0,Regular   
1-519569-NV,1.0,1.0,Fresco    
1-511628-XZ,3.0,8.0,Regular   
1-672884-IO,1.0,1.0,Fresco    
1-676157-KQ,4.0,11.0,Regular   
1-156747-CI,2.0,4.0,Irregular 
1-975658-IU,3.0,4.0,Regular   
1-823613-VP,4.0,12.0,Regular   
1-132366-ZI,4.0,11.0,Regular   
1-343060-UZ,4.0,11.0,Regular   
1-255293-IX,2.0,3.0,Irregular 
1-352906-OP,3.0,6.0,Regular   
1-528297-KK,4.0,8.0,Regular   
1-224438-VW,4.0,12.0,Regular   
1-156168-WW,2.0,5.0,Irregular 
1-800246-FC,4.0,12.0,Regular   
1-375505-OE,4.0,7.0,Regular   
1-954151-IO,2.0,6.0,Irregular 
1-870671-BK,4.0,9.0,Regular   
1-445247-B\,3.0,5.0,Regular   
1-597889-CS,3.0,5.0,Regular   
1-302791-MU,3.0,9.0,Regular   
1-157665-FK,4.0,6.0,Regular   
1-756042-PF,4.0,12.0,Regular   
1-288613-JC,2.0,6.0,Irregular 
1-171498-MY,4.0,10.0,Regular   
1-335835-HL,3.0,9.0,Regular   
1-504952-FP,2.0,2.0,Irregular 
1-250701-MP,3.0,3.0,Regular   
1-182380-VS,4.0,8.0,Regular   
1-834936-HX,2.0,5.0,Irregular 
1-524936-T[,3.0,6.0,Regular   
1-768013-FN,1.0,1.0,Fresco    
1-700378-QW,2.0,4.0,Irregular 
1-897180-SV,4.0,4.0,Regular   
1-500234-QV,4.0,10.0,Regular   
1-151206-EC,3.0,3.0,Regular   
1-249375-MI,1.0,2.0,Fresco    
1-679772-QS,4.0,6.0,Regular   
1-590394-PY,3.0,6.0,Regular   
1-748674-PQ,2.0,2.0,Irregular 
1-459248-WL,3.0,7.0,Regular   
1-854407-IV,4.0,7.0,Regular   
1-159388-IV,2.0,6.0,Irregular 
1-103638-OW,2.0,2.0,Irregular 
1-101439-OX,2.0,4.0,Irregular 
1-176392-WX,3.0,3.0,Regular   
1-470486-GZ,1.0,2.0,Fresco    
1-601202-TF,3.0,6.0,Regular   
1-701476-MG,3.0,6.0,Regular   
1-945716-KQ,4.0,12.0,Regular   
1-601011-GW,3.0,3.0,Regular   
1-616020-CA,3.0,7.0,Regular   
1-345523-BD,1.0,1.0,Fresco    
1-606996-LE,4.0,8.0,Regular   
1-176209-GQ,1.0,3.0,Fresco    
1-722014-AD,2.0,3.0,Irregular 
1-899724-AU,4.0,8.0,Regular   
1-742446-PC,4.0,12.0,Regular   
1-103861-KQ,4.0,9.0,Regular   
1-638523-IA,4.0,11.0,Regular   
1-782033-TS,2.0,2.0,Irregular 
1-294623-VZ,4.0,13.0,Regular   
1-149504-NQ,4.0,8.0,Regular   
1-207096-FO,2.0,5.0,Irregular 
1-184642-LW,4.0,6.0,Regular   
1-489440-LI,1.0,1.0,Fresco    
1-670329-LP,3.0,8.0,Regular   
1-424023-XS,1.0,2.0,Fresco    
1-849748-U\,3.0,6.0,Regular   
1-276182-UT,1.0,1.0,Fresco    
1-918583-WL,3.0,7.0,Regular   
1-462327-HW,3.0,5.0,Regular   
1-466176-OX,2.0,4.0,Irregular 
1-696944-HQ,2.0,2.0,Irregular 
1-882599-LV,2.0,6.0,Irregular 
1-411912-VV,2.0,4.0,Irregular 
1-865071-AW,1.0,2.0,Fresco    
1-345962-AW,4.0,4.0,Regular   
1-899611-LC,4.0,6.0,Regular   
1-367084-UT,2.0,4.0,Irregular 
1-602944-UE,3.0,9.0,Regular   
1-418164-QV,3.0,4.0,Regular   
1-398363-IJ,2.0,5.0,Irregular 
1-529386-FL,4.0,11.0,Regular   
1-763783-GJ,4.0,11.0,Regular   
1-296657-PF,4.0,12.0,Regular   
1-868015-E\,3.0,9.0,Regular   
1-396426-MH,3.0,5.0,Regular   
1-744222-VF,4.0,6.0,Regular   
1-145891-EQ,4.0,8.0,Regular   
1-853583-QO,2.0,2.0,Irregular 
1-923296-K[,2.0,6.0,Irregular 
1-824897-HV,4.0,7.0,Regular   
1-449464-FU,2.0,2.0,Irregular 
1-686822-ET,1.0,1.0,Fresco    
1-935523-TE,2.0,6.0,Irregular 
1-402382-Z[,4.0,10.0,Regular   
1-968481-ZY,3.0,6.0,Regular   
1-974526-CJ,2.0,5.0,Irregular 
1-823395-ZP,4.0,6.0,Regular   
1-516923-JM,3.0,6.0,Regular   
1-333328-RM,2.0,6.0,Irregular 
1-257331-IP,4.0,6.0,Regular   
1-237705-[G,2.0,2.0,Irregular 
1-181510-UO,4.0,4.0,Regular   
1-609965-MF,4.0,12.0,Regular   
1-834714-XU,3.0,6.0,Regular   
1-415489-[A,4.0,11.0,Regular   
1-227939-XR,4.0,4.0,Regular   
1-792665-FF,1.0,2.0,Fresco    
1-308379-K\,3.0,4.0,Regular   
1-317985-QW,1.0,1.0,Fresco    
1-693781-LP,4.0,6.0,Regular   
1-502178-BG,4.0,8.0,Regular   
1-276208-HT,3.0,9.0,Regular   
1-617482-BQ,4.0,8.0,Regular   
1-920075-GV,4.0,8.0,Regular   
1-211263-DM,3.0,7.0,Regular   
1-274332-CL,2.0,4.0,Irregular 
1-661120-ME,1.0,1.0,Fresco    
1-167283-UO,4.0,12.0,Regular   
1-641918-QY,2.0,3.0,Irregular 
1-723583-OX,2.0,2.0,Irregular 
1-625235-O\,4.0,11.0,Regular   
1-753828-WO,3.0,7.0,Regular   
1-275014-RZ,4.0,11.0,Regular   
1-149484-CV,3.0,6.0,Regular   
1-179328-LF,2.0,5.0,Irregular 
1-675178-YT,2.0,2.0,Irregular 
1-455697-NH,4.0,12.0,Regular   
1-222827-VF,4.0,6.0,Regular   
1-636490-CH,1.0,1.0,Fresco    
1-336337-TT,3.0,9.0,Regular   
1-883419-BE,2.0,5.0,Irregular 
1-662603-EU,4.0,5.0,Regular   
1-345737-JV,2.0,4.0,Irregular 
1-961212-GM,4.0,12.0,Regular   
1-521910-ST,2.0,6.0,Irregular 
1-220886-[[,2.0,2.0,Irregular 
1-849885-YZ,1.0,1.0,Fresco    
1-392635-IQ,4.0,12.0,Regular   
1-315002-WT,4.0,8.0,Regular   
1-255718-AV,3.0,9.0,Regular   
1-458649-IA,3.0,7.0,Regular   
1-275184-MX,4.0,4.0,Regular   
1-923560-LX,2.0,6.0,Irregular 
1-310369-ZS,1.0,1.0,Fresco    
1-665540-SA,4.0,8.0,Regular   
1-926248-DX,4.0,6.0,Regular   
1-851293-JF,4.0,11.0,Regular   
1-739457-NF,2.0,6.0,Irregular 
1-589495-BJ,4.0,11.0,Regular   
1-122092-QN,2.0,6.0,Irregular 
1-794959-W\,3.0,3.0,Regular   
1-306284-SE,4.0,6.0,Regular   
1-394251-BE,1.0,1.0,Fresco    
1-840035-DO,1.0,2.0,Fresco    
1-522978-DW,2.0,5.0,Irregular 
1-737215-ZS,4.0,12.0,Regular   
1-286818-LH,3.0,9.0,Regular   
1-670294-XG,2.0,2.0,Irregular 
1-430803-SB,1.0,1.0,Fresco    
1-761467-O[,3.0,3.0,Regular   
1-238589-PG,4.0,8.0,Regular   
1-329275-TQ,2.0,5.0,Irregular 
1-139404-HH,2.0,2.0,Irregular 
1-390495-P[,4.0,4.0,Regular   
1-316974-GO,4.0,10.0,Regular   
1-600755-FF,4.0,12.0,Regular   
1-395102-AJ,2.0,2.0,Irregular 
1-608849-AY,1.0,1.0,Fresco    
1-418695-XT,4.0,12.0,Regular   
1-502708-HE,4.0,12.0,Regular   
1-658717-LG,3.0,4.0,Regular   
1-755962-S\,3.0,5.0,Regular   
1-948759-SN,3.0,7.0,Regular   
1-774716-FE,4.0,6.0,Regular   
1-322855-YO,4.0,11.0,Regular   
1-796928-RO,4.0,8.0,Regular   
1-323887-AE,4.0,7.0,Regular   
1-196586-BV,4.0,8.0,Regular   
1-706097-LW,2.0,3.0,Irregular 
1-344191-GJ,2.0,2.0,Irregular 
1-140759-MZ,3.0,8.0,Regular   
1-162070-QE,1.0,1.0,Fresco    
1-516251-KY,4.0,8.0,Regular   
1-225326-NU,4.0,10.0,Regular   
1-565154-XW,4.0,4.0,Regular   
1-186815-YQ,2.0,3.0,Irregular 
1-711474-QG,4.0,6.0,Regular   
1-242782-QQ,2.0,6.0,Irregular 
1-151693-RD,4.0,4.0,Regular   
1-987811-QP,4.0,11.0,Regular   
1-921166-VA,2.0,6.0,Irregular 
1-722790-SG,1.0,3.0,Fresco    
1-919788-US,4.0,4.0,Regular   
1-817755-BD,4.0,10.0,Regular   
1-616667-VJ,1.0,2.0,Fresco    
1-860993-IG,3.0,5.0,Regular   
1-237401-HI,2.0,3.0,Irregular 
1-425040-FV,4.0,10.0,Regular   
1-997363-OV,3.0,8.0,Regular   
1-943362-SK,1.0,2.0,Fresco    
1-584858-H\,2.0,2.0,Irregular 
1-804417-TS,4.0,4.0,Regular   
1-691159-JV,3.0,8.0,Regular   
1-152014-YI,2.0,6.0,Irregular 
1-321567-MY,1.0,1.0,Fresco    
1-173598-SK,3.0,3.0,Regular   
1-674270-WD,1.0,2.0,Fresco    
1-171427-TG,4.0,8.0,Regular   
1-625831-WF,4.0,11.0,Regular   
1-984455-XD,1.0,2.0,Fresco    
1-177667-EB,4.0,8.0,Regular   
1-638716-[F,4.0,10.0,Regular   
1-522065-AI,4.0,8.0,Regular   
1-951789-AS,3.0,5.0,Regular   
1-232187-BZ,4.0,7.0,Regular   
1-990281-GY,4.0,8.0,Regular   
1-693959-OT,1.0,2.0,Fresco    
1-203453-V[,4.0,8.0,Regular   
1-434244-YO,4.0,4.0,Regular   
1-713089-WO,4.0,7.0,Regular   
1-490803-EM,4.0,7.0,Regular   
1-922960-LW,4.0,8.0,Regular   
1-992987-HC,4.0,12.0,Regular   
1-228418-UJ,4.0,10.0,Regular   
1-853985-AY,3.0,4.0,Regular   
1-918855-AD,4.0,12.0,Regular   
1-801015-JA,2.0,5.0,Irregular 
1-159701-AV,2.0,6.0,Irregular 
1-406673-XR,2.0,4.0,Irregular 
1-767573-EV,4.0,4.0,Regular   
1-865516-JP,2.0,3.0,Irregular 
1-284304-[K,4.0,6.0,Regular   
1-852710-QR,2.0,6.0,Irregular 
1-254301-JU,4.0,10.0,Regular   
1-992903-XA,4.0,12.0,Regular   
1-758960-VG,4.0,9.0,Regular   
1-987257-MY,1.0,1.0,Fresco    
1-444809-[V,4.0,9.0,Regular   
1-801103-IU,3.0,3.0,Regular   
1-944550-WC,1.0,2.0,Fresco    
1-334414-BK,2.0,6.0,Irregular 
1-691803-KJ,2.0,6.0,Irregular 
1-920446-OD,2.0,6.0,Irregular 
1-317697-AG,4.0,7.0,Regular   
1-322108-L[,1.0,2.0,Fresco    
1-755905-OM,2.0,6.0,Irregular 
1-412289-MP,1.0,2.0,Fresco    
1-214003-II,1.0,2.0,Fresco    
1-818412-WC,4.0,12.0,Regular   
1-639186-BN,4.0,5.0,Regular   
1-289193-RE,4.0,4.0,Regular   
1-177765-SL,1.0,2.0,Fresco    
1-684122-HT,4.0,8.0,Regular   
1-486894-DC,3.0,3.0,Regular   
1-354443-AR,2.0,2.0,Irregular 
1-891524-AE,4.0,12.0,Regular   
1-416963-SG,2.0,2.0,Irregular 
1-113574-JQ,1.0,1.0,Fresco    
1-272986-NY,4.0,8.0,Regular   
1-282054-NA,4.0,4.0,Regular   
1-606246-XV,4.0,10.0,Regular   
1-629223-FW,3.0,6.0,Regular   
1-490448-VR,1.0,2.0,Fresco    
1-985712-WV,1.0,2.0,Fresco    
1-130107-TF,2.0,4.0,Irregular 
1-276267-HJ,2.0,5.0,Irregular 
1-155926-PN,4.0,11.0,Regular   
1-663336-KG,2.0,6.0,Irregular 
1-992593-GJ,2.0,2.0,Irregular 
1-731000-HA,3.0,9.0,Regular   
1-846480-VS,1.0,1.0,Fresco    
1-381898-VH,3.0,5.0,Regular   
1-333957-FW,4.0,9.0,Regular   
1-987435-CF,4.0,8.0,Regular   
1-237147-MZ,4.0,6.0,Regular   
1-724634-TD,2.0,3.0,Irregular 
1-360538-MY,1.0,2.0,Fresco    
1-964789-LT,1.0,1.0,Fresco    
1-479296-P\,1.0,1.0,Fresco    
1-796100-CS,4.0,9.0,Regular   
1-328930-DN,4.0,12.0,Regular   
1-169082-YY,4.0,4.0,Regular   
1-385809-ZY,3.0,3.0,Regular   
1-559415-SH,4.0,5.0,Regular   
1-581184-XD,2.0,4.0,Irregular 
1-947411-MZ,4.0,12.0,Regular   
1-334418-ZD,4.0,7.0,Regular   
1-651892-NF,3.0,9.0,Regular   
1-736698-UE,3.0,7.0,Regular   
1-147262-BL,3.0,9.0,Regular   
1-169796-ZK,2.0,6.0,Irregular 
1-714005-[U,4.0,7.0,Regular   
1-498943-IR,2.0,5.0,Irregular 
1-749392-NM,4.0,8.0,Regular   
1-387845-FA,4.0,4.0,Regular   
1-280874-RP,4.0,6.0,Regular   
1-625702-JG,2.0,9.0,Irregular 
1-956336-TR,2.0,2.0,Irregular 
1-169136-GT,4.0,5.0,Regular   
1-139910-OE,1.0,2.0,Fresco    
1-757755-XL,1.0,1.0,Fresco    
1-521560-DQ,4.0,5.0,Regular   
1-298386-QM,2.0,5.0,Irregular 
1-893001-[J,4.0,12.0,Regular   
1-133160-RU,3.0,6.0,Regular   
1-151409-MK,3.0,3.0,Regular   
1-120310-TP,1.0,2.0,Fresco    
1-843723-J[,1.0,1.0,Fresco    
1-733082-YT,4.0,9.0,Regular   
1-699195-QC,1.0,1.0,Fresco    
1-574563-IG,3.0,10.0,Regular   
1-382760-V\,4.0,8.0,Regular   
1-276074-BF,4.0,12.0,Regular   
1-276965-DP,3.0,6.0,Regular   
1-279774-DW,1.0,1.0,Fresco    
